route_short_name,direction_id,segment,start_stop_sample,end_stop_sample,n_obs,mean_run_time_sec,median_run_time_sec,p10_run_time_sec,p90_run_time_sec,iqr_run_time_sec,std_run_time_sec,mean_dwell_time_sec,median_dwell_time_sec,p90_dwell_time_sec,std_dwell_time_sec,mean_total_time_sec,median_total_time_sec,p10_total_time_sec,p90_total_time_sec,iqr_total_time_sec,std_total_time_sec,cv_total_time,is_high_variability_segment
10,2,42,Agrotekhnicheskii universitet,Agrotekhnicheskii universitet,54,61.69,55.0,31.6,87.1,31.0,29.74,26.06,25.0,40.7,11.14,87.74,84.5,57.2,115.0,28.0,30.74,0.3503,0
10,2,48,Agrotekhnicheskii universitet,Il'iasa Esenberlina,14,62.0,62.0,35.2,83.8,30.5,19.54,20.57,21.5,30.8,8.36,82.57,80.5,54.5,109.8,27.75,21.58,0.2613,0
46,1,7,Aktobe,Aktobe,3920,66.76,35.0,22.0,60.0,18.0,251.84,27.89,26.0,47.0,17.03,94.65,63.0,44.0,94.0,27.0,249.41,2.6351,0
10,2,12,Bol'nitsa Meditsinskogo tsentra UDP RK,Biznes tsentr Asyl-Tau,3133,70.03,66.0,45.0,94.0,20.0,35.72,26.93,25.0,40.0,12.34,96.96,94.0,66.0,124.0,27.0,39.04,0.4027,0
12,1,37,Detskii sad Balbulak,Detskii sad Balbulak,2816,50.48,48.0,30.0,71.5,20.0,26.44,23.14,22.0,37.0,12.1,73.62,71.0,46.0,99.5,27.0,29.34,0.3985,0
12,2,12,Astana EKSPO,Astana EKSPO,2206,65.58,50.0,34.0,80.0,22.0,158.18,24.11,22.0,38.0,11.31,89.69,74.0,53.0,111.0,27.0,157.05,1.751,0
46,2,34,Akan Sery,Akan Sery,4184,40.72,33.0,20.0,76.0,17.0,29.37,21.25,19.0,37.0,15.59,61.97,53.0,34.0,105.0,26.0,33.34,0.5381,0
10,1,10,Mikroraion Samal,Mikroraion Samal,3332,69.65,67.0,46.0,94.0,24.0,21.93,35.03,33.0,49.0,12.8,104.68,103.0,78.0,131.0,26.0,25.58,0.2444,0
46,1,12,Akan Sery,Akan Sery,3941,38.37,31.0,20.0,63.0,16.0,27.72,8.34,3.0,22.0,11.44,46.71,37.0,24.0,82.0,25.0,31.68,0.6783,0
10,2,8,Astana EKSPO,Astana EKSPO,3132,66.32,60.0,48.0,78.0,12.0,79.11,33.91,31.0,55.0,16.18,100.23,93.0,73.0,123.0,25.0,79.28,0.7909,0
12,2,9,Astana EKSPO,Astana EKSPO,2163,71.53,59.0,46.0,84.0,13.0,132.37,29.46,26.0,49.0,17.82,101.0,89.0,69.0,120.8,24.5,131.76,1.3046,0
46,2,5,Bukhar zhyrau,Bukhar zhyrau,4054,72.28,69.0,38.3,87.0,22.0,67.3,18.81,17.0,31.0,16.22,91.09,87.0,55.0,112.0,24.0,68.49,0.7519,0
10,1,11,Mikroraion Samal,Mikroraion Samal,3331,47.08,45.0,28.0,63.0,19.5,74.21,40.39,38.0,57.0,14.83,87.46,85.0,62.0,110.0,24.0,75.02,0.8578,0
12,1,38,Detskii sad Balbulak,Detskii sad Balbulak,2513,55.93,53.0,35.0,79.0,21.0,24.34,24.1,23.0,35.0,11.28,80.03,77.0,55.0,105.0,24.0,26.51,0.3312,0
10,1,3,Agrotekhnicheskii universitet,Agrotekhnicheskii universitet,3335,39.51,39.0,22.0,58.0,20.5,15.28,27.93,26.0,40.0,14.36,67.44,66.0,46.0,89.0,23.0,21.87,0.3242,0
10,1,13,Dom ministerstv,Dom Ministerstv,3332,64.42,55.0,42.0,80.0,17.0,140.04,31.34,30.0,49.0,15.64,95.76,87.0,68.0,116.0,23.0,140.0,1.4619,0
12,2,13,Astana EKSPO,Astana EKSPO,2214,55.83,42.0,31.0,75.0,17.0,123.36,25.6,24.0,39.0,11.52,81.42,67.0,52.0,108.0,23.0,122.76,1.5077,0
10,2,15,Biznes tsentr Asyl-Tau,Dvorets edinoborstv,3134,43.85,39.0,25.0,62.0,15.0,41.5,27.08,25.0,40.0,11.91,70.93,65.0,47.3,94.0,22.0,43.76,0.617,0
46,2,9,Bukhar zhyrau,Bukhar zhyrau,4130,58.11,42.0,29.0,65.0,15.0,152.3,26.3,25.0,41.0,14.9,84.4,67.0,51.0,99.0,20.0,151.44,1.7943,0
46,1,14,Akan Sery,Akan Sery,3944,35.49,30.0,20.0,54.0,12.0,24.77,16.96,15.0,30.0,12.29,52.44,46.0,31.0,78.0,20.0,28.39,0.5414,0
12,2,11,Astana EKSPO,Astana EKSPO,2198,74.1,55.0,40.0,81.0,16.0,188.33,18.09,17.0,29.0,10.69,92.19,72.0,55.0,106.0,20.0,187.17,2.0302,0
46,1,11,Akan Sery,Akan Sery,3939,32.48,27.0,17.0,47.0,12.0,25.18,15.01,15.0,28.0,12.21,47.49,43.0,26.0,66.0,19.0,27.01,0.5687,0
10,2,11,Bol'nitsa Meditsinskogo tsentra UDP RK,Bol'nitsa Meditsinskogo tsentra UDP RK,3136,49.47,44.0,32.0,60.0,10.0,59.55,16.55,15.0,31.0,12.65,66.03,59.0,42.0,85.0,19.0,61.56,0.9324,0
12,1,3,Kladbishche,K'arlyg'ash balabak'shasy,2911,62.1,58.0,41.0,80.0,17.0,36.57,29.14,27.0,42.0,16.0,91.24,86.0,69.0,115.0,19.0,40.05,0.4389,0
12,2,20,Astana EKSPO,Astana EKSPO,2226,50.56,40.0,28.0,77.0,15.0,55.94,26.22,25.0,40.0,13.95,76.78,66.0,51.0,107.0,19.0,56.64,0.7378,0
10,1,4,Agrotekhnicheskii universitet,Agrotekhnicheskii universitet,3334,39.61,39.0,27.0,51.0,12.0,16.24,31.06,29.0,45.0,13.05,70.66,68.0,52.0,90.0,18.0,22.77,0.3223,0
12,2,3,Bol'nitsa Meditsinskogo tsentra UDP RK,Astana EKSPO,2182,54.32,48.0,32.0,67.0,14.0,44.79,21.29,20.0,34.0,13.91,75.61,68.0,52.0,95.0,18.0,44.43,0.5876,0
12,2,51,TD Daulet,Shkola-litsei No. 15,7,45.43,44.0,26.4,66.8,17.0,20.97,28.0,28.0,34.0,6.45,73.43,74.0,50.0,96.0,17.5,24.62,0.3352,0
46,1,3,Akan Sery,Akan Sery,3719,39.5,34.0,23.0,49.0,11.0,88.93,13.65,11.0,26.0,25.79,53.15,47.0,32.0,68.0,17.0,98.82,1.8592,0
46,1,4,Akan Sery,Akan Sery,3628,63.32,33.0,21.0,47.0,12.0,312.28,16.59,15.0,29.0,34.18,79.92,49.0,33.0,68.0,17.0,315.39,3.9464,0
10,2,10,Bol'nitsa Meditsinskogo tsentra UDP RK,Bol'nitsa Meditsinskogo tsentra UDP RK,3137,49.37,45.0,34.0,60.0,11.0,66.4,20.87,20.0,33.0,12.25,70.24,65.0,50.0,87.0,17.0,67.15,0.956,0
10,2,6,Astana EKSPO,Astana EKSPO,3116,40.85,36.0,22.0,54.0,17.0,62.98,0.73,0.0,0.0,4.88,41.59,36.0,22.0,56.0,17.0,63.34,1.5231,0
10,2,3,Bol'nitsa Meditsinskogo tsentra UDP RK,Astana EKSPO,3081,49.37,48.0,32.0,63.0,15.0,25.14,23.67,22.0,36.0,11.33,73.03,70.0,54.0,91.0,17.0,27.72,0.3796,0
10,2,22,Biznes tsentr Asyl-Tau,Biznes tsentr Asyl-Tau,3145,17.59,8.0,3.0,34.0,5.0,42.22,28.18,27.0,43.0,20.47,45.76,36.0,22.0,65.0,16.0,46.01,1.0053,0
12,2,6,Astana EKSPO,Astana EKSPO,2135,54.65,47.0,34.0,67.6,15.0,94.67,2.49,0.0,0.0,9.42,57.14,48.0,34.4,74.0,16.0,95.64,1.6737,0
12,2,7,Astana EKSPO,Astana EKSPO,2139,38.94,30.0,18.0,50.0,14.0,97.12,2.28,0.0,0.0,8.56,41.22,30.0,18.0,61.0,15.0,98.07,2.3795,0
10,2,5,Astana EKSPO,Astana EKSPO,3107,50.03,47.0,32.0,59.0,13.0,57.3,0.98,0.0,0.0,6.02,51.0,48.0,32.0,62.0,14.0,57.76,1.1325,0
10,2,51,TD Daulet,TD Daulet,2,59.0,59.0,50.2,67.8,11.0,15.56,14.5,14.5,16.5,3.54,73.5,73.5,62.7,84.3,13.5,19.09,0.2598,0
46,2,48,Mu'sa dukeni,Mu'sa dukeni,8,41.5,27.5,19.1,73.4,9.0,44.29,15.13,16.0,25.6,8.97,56.63,47.5,26.7,89.4,12.75,45.92,0.811,0
10,2,50,TD Daulet,TD Daulet,5,44.8,44.0,33.6,56.2,19.0,11.12,22.0,19.0,28.6,6.04,66.8,65.0,61.2,73.0,10.0,5.93,0.0888,0
12,2,55,Teatr Zhastar,TD Daulet,2,76.5,76.5,75.3,77.7,1.5,2.12,29.0,29.0,29.0,0.0,105.5,105.5,104.3,106.7,1.5,2.12,0.0201,0
46,2,50,Nauryz48,Tarbagatai,2,25.0,25.0,21.0,29.0,5.0,7.07,22.0,22.0,25.2,5.66,47.0,47.0,46.2,47.8,1.0,1.41,0.0301,0
12,2,56,TD Daulet,TD Daulet,2,44.0,44.0,40.0,48.0,5.0,7.07,17.0,17.0,21.0,7.07,61.0,61.0,61.0,61.0,0.0,0.0,0.0,0
10,1,47,Finansovyi tsentr,Dom Ministerstv,1,71.0,71.0,71.0,71.0,0.0,,0.0,0.0,0.0,,71.0,71.0,71.0,71.0,0.0,,,0
46,1,47,Karakat,Zharkyn,1,78.0,78.0,78.0,78.0,0.0,,0.0,0.0,0.0,,78.0,78.0,78.0,78.0,0.0,,,0
